,r2,rmse,mae,cv_mean,cv_std,model
LinearRegression,-0.19171465707212332,3.0903460740163817,2.6145871573147317,0.27025211842968133,0.12150674321655004,"Pipeline(steps=[('preprocessor',
                 ColumnTransformer(transformers=[('num',
                                                  Pipeline(steps=[('imputer',
                                                                   SimpleImputer(strategy='median')),
                                                                  ('scaler',
                                                                   StandardScaler())]),
                                                  ['celebrity_age_during_season',
                                                   'is_american',
                                                   'industry_performance']),
                                                 ('cat',
                                                  Pipeline(steps=[('imputer',
                                                                   SimpleImputer(strategy='most_frequent')),
                                                                  ('onehot',
                                                                   OneHotEncoder(handle_unknown='ignore'))]),
                                                  ['celebrity_industry',
                                                   'age_group'])])),
                ('regressor', LinearRegression())])"
Ridge,-0.14439145277880305,3.0283654249606835,2.5786336451865317,0.2807801785901402,0.11274585490519179,"Pipeline(steps=[('preprocessor',
                 ColumnTransformer(transformers=[('num',
                                                  Pipeline(steps=[('imputer',
                                                                   SimpleImputer(strategy='median')),
                                                                  ('scaler',
                                                                   StandardScaler())]),
                                                  ['celebrity_age_during_season',
                                                   'is_american',
                                                   'industry_performance']),
                                                 ('cat',
                                                  Pipeline(steps=[('imputer',
                                                                   SimpleImputer(strategy='most_frequent')),
                                                                  ('onehot',
                                                                   OneHotEncoder(handle_unknown='ignore'))]),
                                                  ['celebrity_industry',
                                                   'age_group'])])),
                ('regressor', Ridge())])"
RandomForest,-0.2285900180207694,3.1377942849281015,2.597571280985102,0.13082906070289158,0.10176596416892551,"Pipeline(steps=[('preprocessor',
                 ColumnTransformer(transformers=[('num',
                                                  Pipeline(steps=[('imputer',
                                                                   SimpleImputer(strategy='median')),
                                                                  ('scaler',
                                                                   StandardScaler())]),
                                                  ['celebrity_age_during_season',
                                                   'is_american',
                                                   'industry_performance']),
                                                 ('cat',
                                                  Pipeline(steps=[('imputer',
                                                                   SimpleImputer(strategy='most_frequent')),
                                                                  ('onehot',
                                                                   OneHotEncoder(handle_unknown='ignore'))]),
                                                  ['celebrity_industry',
                                                   'age_group'])])),
                ('regressor', RandomForestRegressor(random_state=42))])"
GradientBoosting,-0.15157745663091093,3.037858588327191,2.597063413353559,0.17430678233661748,0.14065722099546385,"Pipeline(steps=[('preprocessor',
                 ColumnTransformer(transformers=[('num',
                                                  Pipeline(steps=[('imputer',
                                                                   SimpleImputer(strategy='median')),
                                                                  ('scaler',
                                                                   StandardScaler())]),
                                                  ['celebrity_age_during_season',
                                                   'is_american',
                                                   'industry_performance']),
                                                 ('cat',
                                                  Pipeline(steps=[('imputer',
                                                                   SimpleImputer(strategy='most_frequent')),
                                                                  ('onehot',
                                                                   OneHotEncoder(handle_unknown='ignore'))]),
                                                  ['celebrity_industry',
                                                   'age_group'])])),
                ('regressor', GradientBoostingRegressor(random_state=42))])"
